EVENT_ID,SOURCE,PROJECT,STATION,SAMPLE_DATE,SAMPLE_TIME,DEPTH,LAYER,SAMPLE_TYPE,SAMPLE_ID,PARAMETER,QUALIFIER,VALUE,UNIT,METHOD,LAB,PROBLEM,DETAILS,TOTAL_DEPTH,UPPER_PYCNOCLINE,LOWER_PYCNOCLINE,LAT,LONG
39366,MDDNR,TRIB,CB5.1W,6/15/1992,8:05,8,B,ISM,M1,SALINITY,,18,PPT,F02,,,,9,,,38.32522,-76.37574
39367,MDDNR,TRIB,CB5.1W,6/30/1992,7:40,0.5,S,ISM,M1,SALINITY,,15.07,PPT,F02,,,,9,,,38.32522,-76.37574
39367,MDDNR,TRIB,CB5.1W,6/30/1992,7:40,3,AP,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39367,MDDNR,TRIB,CB5.1W,6/30/1992,7:40,6,BP,ISM,M1,SALINITY,,15.41,PPT,F02,,,,9,,,38.32522,-76.37574
39367,MDDNR,TRIB,CB5.1W,6/30/1992,7:40,8,B,ISM,M1,SALINITY,,17.11,PPT,F02,,,,9,,,38.32522,-76.37574
39368,MDDNR,TRIB,CB5.1W,7/15/1992,7:57,0.5,S,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39368,MDDNR,TRIB,CB5.1W,7/15/1992,7:57,3,AP,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39368,MDDNR,TRIB,CB5.1W,7/15/1992,7:57,6,BP,ISM,M1,SALINITY,,16.36,PPT,F02,,,,9,,,38.32522,-76.37574
39368,MDDNR,TRIB,CB5.1W,7/15/1992,7:57,8,B,ISM,M1,SALINITY,,17.18,PPT,F02,,,,9,,,38.32522,-76.37574
39369,MDDNR,TRIB,CB5.1W,7/30/1992,8:05,0.5,S,ISM,M1,SALINITY,,14.93,PPT,F02,,,,9,,,38.32522,-76.37574
39369,MDDNR,TRIB,CB5.1W,7/30/1992,8:05,3,AP,ISM,M1,SALINITY,,14.93,PPT,F02,,,,9,,,38.32522,-76.37574
39369,MDDNR,TRIB,CB5.1W,7/30/1992,8:05,6,BP,ISM,M1,SALINITY,,15,PPT,F02,,,,9,,,38.32522,-76.37574
39369,MDDNR,TRIB,CB5.1W,7/30/1992,8:05,8,B,ISM,M1,SALINITY,,16.36,PPT,F02,,,,9,,,38.32522,-76.37574
39370,MDDNR,TRIB,CB5.1W,8/17/1992,9:05,0.5,S,ISM,M1,SALINITY,,14.06,PPT,F02,,,,9,,,38.32522,-76.37574
39370,MDDNR,TRIB,CB5.1W,8/17/1992,9:05,3,AP,ISM,M1,SALINITY,,14.06,PPT,F02,,,,9,,,38.32522,-76.37574
39370,MDDNR,TRIB,CB5.1W,8/17/1992,9:05,6,BP,ISM,M1,SALINITY,,14.06,PPT,F02,,,,9,,,38.32522,-76.37574
39370,MDDNR,TRIB,CB5.1W,8/17/1992,9:05,8,B,ISM,M1,SALINITY,,14.4,PPT,F02,,,,9,,,38.32522,-76.37574
39371,MDDNR,TRIB,CB5.1W,8/31/1992,8:24,0.5,S,ISM,M1,SALINITY,,15.75,PPT,F02,,,,9,,,38.32522,-76.37574
39371,MDDNR,TRIB,CB5.1W,8/31/1992,8:24,3,AP,ISM,M1,SALINITY,,15.75,PPT,F02,,,,9,,,38.32522,-76.37574
39371,MDDNR,TRIB,CB5.1W,8/31/1992,8:24,6,BP,ISM,M1,SALINITY,,16.36,PPT,F02,,,,9,,,38.32522,-76.37574
39371,MDDNR,TRIB,CB5.1W,8/31/1992,8:24,8,B,ISM,M1,SALINITY,,18.07,PPT,F02,,,,9,,,38.32522,-76.37574
39372,MDDNR,TRIB,CB5.1W,9/15/1992,8:05,0.5,S,ISM,M1,SALINITY,,15.61,PPT,F02,,,,9,,,38.32522,-76.37574
39372,MDDNR,TRIB,CB5.1W,9/15/1992,8:05,3,AP,ISM,M1,SALINITY,,15.61,PPT,F02,,,,9,,,38.32522,-76.37574
39372,MDDNR,TRIB,CB5.1W,9/15/1992,8:05,6,BP,ISM,M1,SALINITY,,15.68,PPT,F02,,,,9,,,38.32522,-76.37574
39372,MDDNR,TRIB,CB5.1W,9/15/1992,8:05,8,B,ISM,M1,SALINITY,,15.75,PPT,F02,,,,9,,,38.32522,-76.37574
39373,MDDNR,TRIB,CB5.1W,9/30/1992,8:00,0.5,S,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39373,MDDNR,TRIB,CB5.1W,9/30/1992,8:00,3,AP,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39373,MDDNR,TRIB,CB5.1W,9/30/1992,8:00,6,BP,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39373,MDDNR,TRIB,CB5.1W,9/30/1992,8:00,8,B,ISM,M1,SALINITY,,15.27,PPT,F02,,,,9,,,38.32522,-76.37574
39374,MDDNR,TRIB,CB5.1W,10/14/1992,8:00,0.5,S,ISM,M1,SALINITY,,15.75,PPT,F02,,,,9,,,38.32522,-76.37574
39374,MDDNR,TRIB,CB5.1W,10/14/1992,8:00,3,AP,ISM,M1,SALINITY,,15.75,PPT,F02,,,,9,,,38.32522,-76.37574
39374,MDDNR,TRIB,CB5.1W,10/14/1992,8:00,6,BP,ISM,M1,SALINITY,,15.75,PPT,F02,,,,9,,,38.32522,-76.37574
39374,MDDNR,TRIB,CB5.1W,10/14/1992,8:00,8,B,ISM,M1,SALINITY,,16.22,PPT,F02,,,,9,,,38.32522,-76.37574
39375,MDDNR,TRIB,CB5.1W,10/29/1992,7:35,0.5,S,ISM,M1,SALINITY,,16.22,PPT,F02,,,,9,,,38.32522,-76.37574
39375,MDDNR,TRIB,CB5.1W,10/29/1992,7:35,3,AP,ISM,M1,SALINITY,,16.29,PPT,F02,,,,9,,,38.32522,-76.37574
39375,MDDNR,TRIB,CB5.1W,10/29/1992,7:35,6,BP,ISM,M1,SALINITY,,16.7,PPT,F02,,,,9,,,38.32522,-76.37574
39375,MDDNR,TRIB,CB5.1W,10/29/1992,7:35,8,B,ISM,M1,SALINITY,,16.9,PPT,F02,,,,9,,,38.32522,-76.37574
39376,MDDNR,TRIB,CB5.1W,11/16/1992,9:45,0.5,S,ISM,M1,SALINITY,,16.15,PPT,F02,,,,9,,,38.32522,-76.37574
39376,MDDNR,TRIB,CB5.1W,11/16/1992,9:45,3,AP,ISM,M1,SALINITY,,16.15,PPT,F02,,,,9,,,38.32522,-76.37574
39376,MDDNR,TRIB,CB5.1W,11/16/1992,9:45,6,BP,ISM,M1,SALINITY,,16.15,PPT,F02,,,,9,,,38.32522,-76.37574
39376,MDDNR,TRIB,CB5.1W,11/16/1992,9:45,8,B,ISM,M1,SALINITY,,16.22,PPT,F02,,,,9,,,38.32522,-76.37574
39377,MDDNR,TRIB,CB5.1W,12/14/1992,8:30,0.5,S,ISM,M1,SALINITY,,14.87,PPT,F02,,,,9,,,38.32522,-76.37574
39377,MDDNR,TRIB,CB5.1W,12/14/1992,8:30,3,AP,ISM,M1,SALINITY,,14.87,PPT,F02,,,,9,,,38.32522,-76.37574
39377,MDDNR,TRIB,CB5.1W,12/14/1992,8:30,6,BP,ISM,M1,SALINITY,,14.93,PPT,F02,,,,9,,,38.32522,-76.37574
39377,MDDNR,TRIB,CB5.1W,12/14/1992,8:30,8,B,ISM,M1,SALINITY,,15,PPT,F02,,,,9,,,38.32522,-76.37574
39378,MDDNR,TRIB,CB5.1W,1/11/1993,8:58,0.5,S,ISM,M1,SALINITY,,11.8,PPT,F02,,,,9,,,38.32522,-76.37574
39378,MDDNR,TRIB,CB5.1W,1/11/1993,8:58,3,AP,ISM,M1,SALINITY,,11.93,PPT,F02,,,,9,,,38.32522,-76.37574
39378,MDDNR,TRIB,CB5.1W,1/11/1993,8:58,6,BP,ISM,M1,SALINITY,,12.53,PPT,F02,,,,9,,,38.32522,-76.37574
39378,MDDNR,TRIB,CB5.1W,1/11/1993,8:58,8,B,ISM,M1,SALINITY,,12.93,PPT,F02,,,,9,,,38.32522,-76.37574
39379,MDDNR,TRIB,CB5.1W,2/22/1993,7:45,0.5,S,ISM,M1,SALINITY,,14.19,PPT,F02,,,,9,,,38.32522,-76.37574
39379,MDDNR,TRIB,CB5.1W,2/22/1993,7:45,3,AP,ISM,M1,SALINITY,,14.26,PPT,F02,,,,9,,,38.32522,-76.37574
39379,MDDNR,TRIB,CB5.1W,2/22/1993,7:45,6,BP,ISM,M1,SALINITY,,14.4,PPT,F02,,,,9,,,38.32522,-76.37574
39379,MDDNR,TRIB,CB5.1W,2/22/1993,7:45,8,B,ISM,M1,SALINITY,,15.41,PPT,F02,,,,9,,,38.32522,-76.37574
39380,MDDNR,TRIB,CB5.1W,3/8/1993,7:00,0.5,S,ISM,M1,SALINITY,,13.59,PPT,F02,,,,9,,,38.32522,-76.37574
39380,MDDNR,TRIB,CB5.1W,3/8/1993,7:00,3,AP,ISM,M1,SALINITY,,13.66,PPT,F02,,,,9,,,38.32522,-76.37574
39380,MDDNR,TRIB,CB5.1W,3/8/1993,7:00,6,BP,ISM,M1,SALINITY,,14.06,PPT,F02,,,,9,,,38.32522,-76.37574
39380,MDDNR,TRIB,CB5.1W,3/8/1993,7:00,8,B,ISM,M1,SALINITY,,15.95,PPT,F02,,,,9,,,38.32522,-76.37574
39381,MDDNR,TRIB,CB5.1W,3/22/1993,7:03,0.5,S,ISM,M1,SALINITY,,13.86,PPT,F02,,,,9,,,38.32522,-76.37574
39381,MDDNR,TRIB,CB5.1W,3/22/1993,7:03,3,AP,ISM,M1,SALINITY,,14.19,PPT,F02,,,,9,,,38.32522,-76.37574
39381,MDDNR,TRIB,CB5.1W,3/22/1993,7:03,6,BP,ISM,M1,SALINITY,,14.8,PPT,F02,,,,9,,,38.32522,-76.37574
39381,MDDNR,TRIB,CB5.1W,3/22/1993,7:03,8,B,ISM,M1,SALINITY,,15,PPT,F02,,,,9,,,38.32522,-76.37574
39382,MDDNR,TRIB,CB5.1W,4/5/1993,7:30,0.5,S,ISM,M1,SALINITY,,6.37,PPT,F02,,,,9,,,38.32522,-76.37574
39382,MDDNR,TRIB,CB5.1W,4/5/1993,7:30,3,AP,ISM,M1,SALINITY,,6.74,PPT,F02,,,,9,,,38.32522,-76.37574
39382,MDDNR,TRIB,CB5.1W,4/5/1993,7:30,6,BP,ISM,M1,SALINITY,,7.3,PPT,F02,,,,9,,,38.32522,-76.37574
39382,MDDNR,TRIB,CB5.1W,4/5/1993,7:30,8,B,ISM,M1,SALINITY,,9.98,PPT,F02,,,,9,,,38.32522,-76.37574
39383,MDDNR,TRIB,CB5.1W,4/19/1993,7:11,0.5,S,ISM,M1,SALINITY,,7.74,PPT,F02,,,,9,,,38.32522,-76.37574
39383,MDDNR,TRIB,CB5.1W,4/19/1993,7:11,3,AP,ISM,M1,SALINITY,,7.74,PPT,F02,,,,9,,,38.32522,-76.37574
39383,MDDNR,TRIB,CB5.1W,4/19/1993,7:11,6,BP,ISM,M1,SALINITY,,8.25,PPT,F02,,,,9,,,38.32522,-76.37574
39383,MDDNR,TRIB,CB5.1W,4/19/1993,7:11,8,B,ISM,M1,SALINITY,,9.08,PPT,F02,,,,9,,,38.32522,-76.37574
39384,MDDNR,TRIB,CB5.1W,5/5/1993,8:13,0.5,S,ISM,M1,SALINITY,,6.25,PPT,F02,,,,9,,,38.32522,-76.37574
39384,MDDNR,TRIB,CB5.1W,5/5/1993,8:13,3,AP,ISM,M1,SALINITY,,6.25,PPT,F02,,,,9,,,38.32522,-76.37574
39384,MDDNR,TRIB,CB5.1W,5/5/1993,8:13,6,BP,ISM,M1,SALINITY,,6.37,PPT,F02,,,,9,,,38.32522,-76.37574
39384,MDDNR,TRIB,CB5.1W,5/5/1993,8:13,8,B,ISM,M1,SALINITY,,7.43,PPT,F02,,,,9,,,38.32522,-76.37574
39385,MDDNR,TRIB,CB5.1W,5/19/1993,7:46,0.5,S,ISM,M1,SALINITY,,5.69,PPT,F02,,,,9,,,38.32522,-76.37574
39385,MDDNR,TRIB,CB5.1W,5/19/1993,7:46,3,AP,ISM,M1,SALINITY,,5.82,PPT,F02,,,,9,,,38.32522,-76.37574
39385,MDDNR,TRIB,CB5.1W,5/19/1993,7:46,6,BP,ISM,M1,SALINITY,,7.49,PPT,F02,,,,9,,,38.32522,-76.37574
39385,MDDNR,TRIB,CB5.1W,5/19/1993,7:46,8,B,ISM,M1,SALINITY,,8.5,PPT,F02,,,,9,,,38.32522,-76.37574
39386,MDDNR,TRIB,CB5.1W,6/2/1993,7:10,0.5,S,ISM,M1,SALINITY,,8.57,PPT,F02,,,,9,,,38.32522,-76.37574
39386,MDDNR,TRIB,CB5.1W,6/2/1993,7:10,3,AP,ISM,M1,SALINITY,,8.5,PPT,F02,,,,9,,,38.32522,-76.37574
39386,MDDNR,TRIB,CB5.1W,6/2/1993,7:10,6,BP,ISM,M1,SALINITY,,8.89,PPT,F02,,,,9,,,38.32522,-76.37574
39386,MDDNR,TRIB,CB5.1W,6/2/1993,7:10,8,B,ISM,M1,SALINITY,,9.98,PPT,F02,,,,9,,,38.32522,-76.37574
39387,MDDNR,TRIB,CB5.1W,6/17/1993,7:31,0.5,S,ISM,M1,SALINITY,,9.4,PPT,F02,,,,9,,,38.32522,-76.37574
39387,MDDNR,TRIB,CB5.1W,6/17/1993,7:31,3,AP,ISM,M1,SALINITY,,9.46,PPT,F02,,,,9,,,38.32522,-76.37574
39387,MDDNR,TRIB,CB5.1W,6/17/1993,7:31,6,BP,ISM,M1,SALINITY,,9.91,PPT,F02,,,,9,,,38.32522,-76.37574
39387,MDDNR,TRIB,CB5.1W,6/17/1993,7:31,8,B,ISM,M1,SALINITY,,11.41,PPT,F02,,,,9,,,38.32522,-76.37574
39388,MDDNR,TRIB,CB5.1W,7/6/1993,11:00,0.5,S,ISM,M1,SALINITY,,11.02,PPT,F02,,,,9,,,38.32522,-76.37574
39388,MDDNR,TRIB,CB5.1W,7/6/1993,11:00,3,AP,ISM,M1,SALINITY,,11.08,PPT,F02,,,,9,,,38.32522,-76.37574
39388,MDDNR,TRIB,CB5.1W,7/6/1993,11:00,6,BP,ISM,M1,SALINITY,,11.15,PPT,F02,,,,9,,,38.32522,-76.37574
39388,MDDNR,TRIB,CB5.1W,7/6/1993,11:00,8,B,ISM,M1,SALINITY,,11.34,PPT,F02,,,,9,,,38.32522,-76.37574
39389,MDDNR,TRIB,CB5.1W,7/19/1993,9:05,0.5,S,ISM,M1,SALINITY,,12.13,PPT,F02,,,,9,,,38.32522,-76.37574
39389,MDDNR,TRIB,CB5.1W,7/19/1993,9:05,3,AP,ISM,M1,SALINITY,,12.13,PPT,F02,,,,9,,,38.32522,-76.37574
39389,MDDNR,TRIB,CB5.1W,7/19/1993,9:05,6,BP,ISM,M1,SALINITY,,13.93,PPT,F02,,,,9,,,38.32522,-76.37574
39389,MDDNR,TRIB,CB5.1W,7/19/1993,9:05,8,B,ISM,M1,SALINITY,,15.34,PPT,F02,,,,9,,,38.32522,-76.37574
39390,MDDNR,TRIB,CB5.1W,8/2/1993,8:23,0.5,S,ISM,M1,SALINITY,,13.93,PPT,F02,,,,9,,,38.32522,-76.37574
39390,MDDNR,TRIB,CB5.1W,8/2/1993,8:23,3,AP,ISM,M1,SALINITY,,13.93,PPT,F02,,,,9,,,38.32522,-76.37574
39390,MDDNR,TRIB,CB5.1W,8/2/1993,8:23,6,BP,ISM,M1,SALINITY,,13.93,PPT,F02,,,,9,,,38.32522,-76.37574
39390,MDDNR,TRIB,CB5.1W,8/2/1993,8:23,8,B,ISM,M1,SALINITY,,14.4,PPT,F02,,,,9,,,38.32522,-76.37574
39391,MDDNR,TRIB,CB5.1W,8/19/1993,10:31,0.5,S,ISM,M1,SALINITY,,14.33,PPT,F02,,,,9,,,38.32522,-76.37574
39391,MDDNR,TRIB,CB5.1W,8/19/1993,10:31,3,AP,ISM,M1,SALINITY,,14.33,PPT,F02,,,,9,,,38.32522,-76.37574
39391,MDDNR,TRIB,CB5.1W,8/19/1993,10:31,6,BP,ISM,M1,SALINITY,,14.33,PPT,F02,,,,9,,,38.32522,-76.37574
39391,MDDNR,TRIB,CB5.1W,8/19/1993,10:31,8,B,ISM,M1,SALINITY,,14.4,PPT,F02,,,,9,,,38.32522,-76.37574
39392,MDDNR,TRIB,CB5.1W,9/2/1993,9:30,0.5,S,ISM,M1,SALINITY,,15.07,PPT,F02,,,,9,,,38.32522,-76.37574
39392,MDDNR,TRIB,CB5.1W,9/2/1993,9:30,3,AP,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39392,MDDNR,TRIB,CB5.1W,9/2/1993,9:30,6,BP,ISM,M1,SALINITY,,15.14,PPT,F02,,,,9,,,38.32522,-76.37574
39392,MDDNR,TRIB,CB5.1W,9/2/1993,9:30,8,B,ISM,M1,SALINITY,,15.2,PPT,F02,,,,9,,,38.32522,-76.37574
39393,MDDNR,TRIB,CB5.1W,9/20/1993,10:40,0.5,S,ISM,M1,SALINITY,,16.49,PPT,F02,,,,9,,,38.32522,-76.37574
39393,MDDNR,TRIB,CB5.1W,9/20/1993,10:40,3,AP,ISM,M1,SALINITY,,16.49,PPT,F02,,,,9,,,38.32522,-76.37574
39393,MDDNR,TRIB,CB5.1W,9/20/1993,10:40,6,BP,ISM,M1,SALINITY,,16.49,PPT,F02,,,,9,,,38.32522,-76.37574
39393,MDDNR,TRIB,CB5.1W,9/20/1993,10:40,8,B,ISM,M1,SALINITY,,16.49,PPT,F02,,,,9,,,38.32522,-76.37574
39394,MDDNR,TRIB,CB5.1W,10/5/1993,10:28,0.5,S,ISM,M1,SALINITY,,16.36,PPT,F02,,,,9,,,38.32522,-76.37574
39394,MDDNR,TRIB,CB5.1W,10/5/1993,10:28,3,AP,ISM,M1,SALINITY,,16.43,PPT,F02,,,,9,,,38.32522,-76.37574
39394,MDDNR,TRIB,CB5.1W,10/5/1993,10:28,6,BP,ISM,M1,SALINITY,,16.43,PPT,F02,,,,9,,,38.32522,-76.37574
39394,MDDNR,TRIB,CB5.1W,10/5/1993,10:28,8,B,ISM,M1,SALINITY,,16.43,PPT,F02,,,,9,,,38.32522,-76.37574
39395,MDDNR,TRIB,CB5.1W,10/19/1993,10:15,0.5,S,ISM,M1,SALINITY,,16.36,PPT,F02,,,,9,,,38.32522,-76.37574
39395,MDDNR,TRIB,CB5.1W,10/19/1993,10:15,3,AP,ISM,M1,SALINITY,,16.36,PPT,F02,,,,9,,,38.32522,-76.37574
39395,MDDNR,TRIB,CB5.1W,10/19/1993,10:15,6,BP,ISM,M1,SALINITY,,16.43,PPT,F02,,,,9,,,38.32522,-76.37574
39395,MDDNR,TRIB,CB5.1W,10/19/1993,10:15,8,B,ISM,M1,SALINITY,,16.63,PPT,F02,,,,9,,,38.32522,-76.37574
39396,MDDNR,TRIB,CB5.1W,11/30/1993,7:10,0.5,S,ISM,M1,SALINITY,,16.15,PPT,F02,,,,10,,,38.32522,-76.37574
39396,MDDNR,TRIB,CB5.1W,11/30/1993,7:10,3,AP,ISM,M1,SALINITY,,16.15,PPT,F02,,,,10,,,38.32522,-76.37574
39396,MDDNR,TRIB,CB5.1W,11/30/1993,7:10,6,BP,ISM,M1,SALINITY,,16.15,PPT,F02,,,,10,,,38.32522,-76.37574
39396,MDDNR,TRIB,CB5.1W,11/30/1993,7:10,9,B,ISM,M1,SALINITY,,16.15,PPT,F02,,,,10,,,38.32522,-76.37574
39397,MDDNR,TRIB,CB5.1W,12/15/1993,7:40,0.5,S,ISM,M1,SALINITY,,14.13,PPT,F02,,,,9,,,38.32522,-76.37574
39397,MDDNR,TRIB,CB5.1W,12/15/1993,7:40,3,AP,ISM,M1,SALINITY,,14.13,PPT,F02,,,,9,,,38.32522,-76.37574
39397,MDDNR,TRIB,CB5.1W,12/15/1993,7:40,6,BP,ISM,M1,SALINITY,,14.13,PPT,F02,,,,9,,,38.32522,-76.37574
39397,MDDNR,TRIB,CB5.1W,12/15/1993,7:40,8,B,ISM,M1,SALINITY,,14.19,PPT,F02,,,,9,,,38.32522,-76.37574
39398,MDDNR,TRIB,CB5.1W,1/13/1994,7:30,0.5,S,ISM,M1,SALINITY,,13.53,PPT,F02,,,,9,,,38.32522,-76.37574
39398,MDDNR,TRIB,CB5.1W,1/13/1994,7:30,3,AP,ISM,M1,SALINITY,,13.46,PPT,F02,,,,9,,,38.32522,-76.37574
39398,MDDNR,TRIB,CB5.1W,1/13/1994,7:30,6,BP,ISM,M1,SALINITY,,13.59,PPT,F02,,,,9,,,38.32522,-76.37574
39398,MDDNR,TRIB,CB5.1W,1/13/1994,7:30,8,B,ISM,M1,SALINITY,,13.53,PPT,F02,,,,9,,,38.32522,-76.37574
39399,MDDNR,TRIB,CB5.1W,2/25/1994,7:05,0.5,S,ISM,M1,SALINITY,,12.79,PPT,F02,,,,9,,,38.32522,-76.37574
39399,MDDNR,TRIB,CB5.1W,2/25/1994,7:05,1,M,ISM,M1,SALINITY,,12.86,PPT,F02,,,,9,,,38.32522,-76.37574
39399,MDDNR,TRIB,CB5.1W,2/25/1994,7:05,2,M,ISM,M1,SALINITY,,12.99,PPT,F02,,,,9,,,38.32522,-76.37574
39399,MDDNR,TRIB,CB5.1W,2/25/1994,7:05,3,AP,ISM,M1,SALINITY,,12.99,PPT,F02,,,,9,,,38.32522,-76.37574
39399,MDDNR,TRIB,CB5.1W,2/25/1994,7:05,6,BP,ISM,M1,SALINITY,,13.19,PPT,F02,,,,9,,,38.32522,-76.37574
39399,MDDNR,TRIB,CB5.1W,2/25/1994,7:05,8,B,ISM,M1,SALINITY,,13.59,PPT,F02,,,,9,,,38.32522,-76.37574
39400,MDDNR,TRIB,CB5.1W,3/14/1994,8:35,0.5,S,ISM,M1,SALINITY,,11.08,PPT,F02,,,,9,,,38.32522,-76.37574
39400,MDDNR,TRIB,CB5.1W,3/14/1994,8:35,3,AP,ISM,M1,SALINITY,,10.95,PPT,F02,,,,9,,,38.32522,-76.37574
39400,MDDNR,TRIB,CB5.1W,3/14/1994,8:35,6,BP,ISM,M1,SALINITY,,11.15,PPT,F02,,,,9,,,38.32522,-76.37574
39400,MDDNR,TRIB,CB5.1W,3/14/1994,8:35,8,B,ISM,M1,SALINITY,,12.13,PPT,F02,,,,9,,,38.32522,-76.37574
39401,MDDNR,TRIB,CB5.1W,3/28/1994,8:07,0.5,S,ISM,M1,SALINITY,,9.78,PPT,F02,,,,9,,,38.32522,-76.37574
39401,MDDNR,TRIB,CB5.1W,3/28/1994,8:07,3,AP,ISM,M1,SALINITY,,9.78,PPT,F02,,,,9,,,38.32522,-76.37574
39401,MDDNR,TRIB,CB5.1W,3/28/1994,8:07,6,BP,ISM,M1,SALINITY,,10.04,PPT,F02,,,,9,,,38.32522,-76.37574
39401,MDDNR,TRIB,CB5.1W,3/28/1994,8:07,8,B,ISM,M1,SALINITY,,10.17,PPT,F02,,,,9,,,38.32522,-76.37574
39402,MDDNR,TRIB,CB5.1W,4/11/1994,8:45,0.5,S,ISM,M1,SALINITY,,5.76,PPT,F02,,,,9,,,38.32522,-76.37574
39402,MDDNR,TRIB,CB5.1W,4/11/1994,8:45,3,AP,ISM,M1,SALINITY,,5.88,PPT,F02,,,,9,,,38.32522,-76.37574
39402,MDDNR,TRIB,CB5.1W,4/11/1994,8:45,6,BP,ISM,M1,SALINITY,,7.3,PPT,F02,,,,9,,,38.32522,-76.37574
39402,MDDNR,TRIB,CB5.1W,4/11/1994,8:45,8,B,ISM,M1,SALINITY,,7.52,PPT,F02,,,,9,,,38.32522,-76.37574
39403,MDDNR,TRIB,CB5.1W,4/25/1994,8:04,0.5,S,ISM,M1,SALINITY,,3.81,PPT,F02,,,,,,,38.32522,-76.37574
39403,MDDNR,TRIB,CB5.1W,4/25/1994,8:04,3,AP,ISM,M1,SALINITY,,4.1,PPT,F02,,,,,,,38.32522,-76.37574
39403,MDDNR,TRIB,CB5.1W,4/25/1994,8:04,6,BP,ISM,M1,SALINITY,,4.54,PPT,F02,,,,,,,38.32522,-76.37574
39403,MDDNR,TRIB,CB5.1W,4/25/1994,8:04,8,B,ISM,M1,SALINITY,,6.03,PPT,F02,,,,,,,38.32522,-76.37574
39404,MDDNR,TRIB,CB5.1W,5/9/1994,7:45,0.5,S,ISM,M1,SALINITY,,4.48,PPT,F02,,,,9,,,38.32522,-76.37574
39404,MDDNR,TRIB,CB5.1W,5/9/1994,7:45,3,AP,ISM,M1,SALINITY,,4.49,PPT,F02,,,,9,,,38.32522,-76.37574
39404,MDDNR,TRIB,CB5.1W,5/9/1994,7:45,6,BP,ISM,M1,SALINITY,,4.58,PPT,F02,,,,9,,,38.32522,-76.37574
39404,MDDNR,TRIB,CB5.1W,5/9/1994,7:45,8,B,ISM,M1,SALINITY,,5.35,PPT,F02,,,,9,,,38.32522,-76.37574
39405,MDDNR,TRIB,CB5.1W,5/23/1994,7:10,0.5,S,ISM,M1,SALINITY,,6.8,PPT,F02,,,,9,,,38.32522,-76.37574
39405,MDDNR,TRIB,CB5.1W,5/23/1994,7:10,3,AP,ISM,M1,SALINITY,,6.82,PPT,F02,,,,9,,,38.32522,-76.37574
39405,MDDNR,TRIB,CB5.1W,5/23/1994,7:10,6,BP,ISM,M1,SALINITY,,7.12,PPT,F02,,,,9,,,38.32522,-76.37574
39405,MDDNR,TRIB,CB5.1W,5/23/1994,7:10,8,B,ISM,M1,SALINITY,,9.27,PPT,F02,,,,9,,,38.32522,-76.37574
39406,MDDNR,TRIB,CB5.1W,6/7/1994,8:07,0.5,S,ISM,M1,SALINITY,,9.14,PPT,F02,,,,9,,,38.32522,-76.37574
39406,MDDNR,TRIB,CB5.1W,6/7/1994,8:07,1,M,ISM,M1,SALINITY,,9.14,PPT,F02,,,,9,,,38.32522,-76.37574
39406,MDDNR,TRIB,CB5.1W,6/7/1994,8:07,2,M,ISM,M1,SALINITY,,9.14,PPT,F02,,,,9,,,38.32522,-76.37574
39406,MDDNR,TRIB,CB5.1W,6/7/1994,8:07,3,AP,ISM,M1,SALINITY,,9.14,PPT,F02,,,,9,,,38.32522,-76.37574
39406,MDDNR,TRIB,CB5.1W,6/7/1994,8:07,6,BP,ISM,M1,SALINITY,,9.27,PPT,F02,,,,9,,,38.32522,-76.37574
39406,MDDNR,TRIB,CB5.1W,6/7/1994,8:07,8,B,ISM,M1,SALINITY,,9.4,PPT,F02,,,,9,,,38.32522,-76.37574
39407,MDDNR,TRIB,CB5.1W,6/21/1994,7:06,0.5,S,ISM,M1,SALINITY,,9.46,PPT,F02,,,,9,,,38.32522,-76.37574
39407,MDDNR,TRIB,CB5.1W,6/21/1994,7:06,3,AP,ISM,M1,SALINITY,,9.4,PPT,F02,,,,9,,,38.32522,-76.37574
39407,MDDNR,TRIB,CB5.1W,6/21/1994,7:06,6,BP,ISM,M1,SALINITY,,9.46,PPT,F02,,,,9,,,38.32522,-76.37574
39407,MDDNR,TRIB,CB5.1W,6/21/1994,7:06,8,B,ISM,M1,SALINITY,,10.89,PPT,F02,,,,9,,,38.32522,-76.37574
39408,MDDNR,TRIB,CB5.1W,7/5/1994,6:57,0.5,S,ISM,M1,SALINITY,,10.17,PPT,F02,,,,9,,,38.32522,-76.37574
39408,MDDNR,TRIB,CB5.1W,7/5/1994,6:57,3,AP,ISM,M1,SALINITY,,10.17,PPT,F02,,,,9,,,38.32522,-76.37574
39408,MDDNR,TRIB,CB5.1W,7/5/1994,6:57,6,BP,ISM,M1,SALINITY,,10.11,PPT,F02,,,,9,,,38.32522,-76.37574
39408,MDDNR,TRIB,CB5.1W,7/5/1994,6:57,8,B,ISM,M1,SALINITY,,10.17,PPT,F02,,,,9,,,38.32522,-76.37574
