Station,Date,Time (EST),Date+Time,DO (conc.),DO (%),Salinity (ppt),Temp (°C),Temp (°F),pH,Turbidity (NTU),Chlorophyll a (µg/l)
Patuxent River - Jug Bay,04-Apr-2003,18:45:00,04-Apr-2003 18:45:00,9.56,91.9,0.14,13.55,56.39,7.15,12.0,7.8
Patuxent River - Jug Bay,04-Apr-2003,19:00:00,04-Apr-2003 19:00:00,9.46,90.7,0.14,13.38,56.084,7.13,12.8,6.7
Patuxent River - Jug Bay,04-Apr-2003,19:15:00,04-Apr-2003 19:15:00,9.46,90.5,0.14,13.29,55.922,7.12,13.9,7.7
Patuxent River - Jug Bay,04-Apr-2003,19:30:00,04-Apr-2003 19:30:00,9.52,91.4,0.14,13.48,56.264,7.16,13.3,7.8
Patuxent River - Jug Bay,04-Apr-2003,19:45:00,04-Apr-2003 19:45:00,9.49,91.2,0.14,13.49,56.282,7.16,13.1,6.7
Patuxent River - Jug Bay,04-Apr-2003,20:00:00,04-Apr-2003 20:00:00,9.47,90.8,0.14,13.43,56.174,7.15,12.3,6.9
Patuxent River - Jug Bay,04-Apr-2003,20:15:00,04-Apr-2003 20:15:00,9.51,91.0,0.14,13.33,55.994,7.16,13.2,6.3
Patuxent River - Jug Bay,04-Apr-2003,20:30:00,04-Apr-2003 20:30:00,9.42,89.7,0.14,13.13,55.634,7.16,16.7,6.8
Patuxent River - Jug Bay,04-Apr-2003,20:45:00,04-Apr-2003 20:45:00,9.25,87.8,0.14,12.99,55.382,7.12,17.7,6.5
Patuxent River - Jug Bay,04-Apr-2003,21:00:00,04-Apr-2003 21:00:00,9.25,87.9,0.14,13.01,55.418,7.12,17.9,6.7
Patuxent River - Jug Bay,04-Apr-2003,21:15:00,04-Apr-2003 21:15:00,9.18,87.3,0.14,13.04,55.472,7.12,17.7,6.4
Patuxent River - Jug Bay,04-Apr-2003,21:30:00,04-Apr-2003 21:30:00,9.21,87.6,0.14,13.03,55.454,7.12,20.0,6.7
Patuxent River - Jug Bay,04-Apr-2003,21:45:00,04-Apr-2003 21:45:00,9.15,86.9,0.14,13.0,55.4,7.12,17.2,6.9
Patuxent River - Jug Bay,04-Apr-2003,22:00:00,04-Apr-2003 22:00:00,9.17,87.0,0.14,12.91,55.238,7.12,19.5,7.5
Patuxent River - Jug Bay,04-Apr-2003,22:15:00,04-Apr-2003 22:15:00,9.24,87.5,0.14,12.85,55.13,7.13,21.1,6.7
Patuxent River - Jug Bay,04-Apr-2003,22:30:00,04-Apr-2003 22:30:00,9.2,87.1,0.14,12.85,55.13,7.13,19.2,6.6
Patuxent River - Jug Bay,04-Apr-2003,22:45:00,04-Apr-2003 22:45:00,9.15,86.6,0.14,12.8,55.04,7.14,19.3,6.6
Patuxent River - Jug Bay,04-Apr-2003,23:00:00,04-Apr-2003 23:00:00,9.19,86.8,0.14,12.78,55.004,7.13,22.0,6.9
Patuxent River - Jug Bay,04-Apr-2003,23:15:00,04-Apr-2003 23:15:00,9.14,86.3,0.14,12.73,54.914,7.13,18.2,6.4
Patuxent River - Jug Bay,04-Apr-2003,23:30:00,04-Apr-2003 23:30:00,9.14,86.3,0.14,12.74,54.932,7.14,17.6,7.0
Patuxent River - Jug Bay,04-Apr-2003,23:45:00,04-Apr-2003 23:45:00,9.12,86.0,0.14,12.69,54.842,7.12,16.7,6.6
Patuxent River - Jug Bay,05-Apr-2003,00:00:00,05-Apr-2003 00:00:00,9.1,85.8,0.14,12.67,54.806,7.12,15.5,6.1
Patuxent River - Jug Bay,05-Apr-2003,00:15:00,05-Apr-2003 00:15:00,9.07,85.5,0.14,12.64,54.752,7.12,17.2,6.7
Patuxent River - Jug Bay,05-Apr-2003,00:30:00,05-Apr-2003 00:30:00,9.09,85.6,0.14,12.6,54.68,7.12,15.6,6.8
Patuxent River - Jug Bay,05-Apr-2003,00:45:00,05-Apr-2003 00:45:00,9.13,86.0,0.14,12.59,54.662,7.12,17.7,6.8
Patuxent River - Jug Bay,05-Apr-2003,01:00:00,05-Apr-2003 01:00:00,9.15,86.0,0.14,12.55,54.59,7.12,14.4,6.3
Patuxent River - Jug Bay,05-Apr-2003,01:15:00,05-Apr-2003 01:15:00,9.13,85.8,0.14,12.54,54.572,7.1,15.0,6.7
Patuxent River - Jug Bay,05-Apr-2003,01:30:00,05-Apr-2003 01:30:00,9.08,85.3,0.14,12.53,54.554,7.09,16.0,6.9
Patuxent River - Jug Bay,05-Apr-2003,01:45:00,05-Apr-2003 01:45:00,9.07,85.2,0.14,12.51,54.518,7.07,18.4,8.6
Patuxent River - Jug Bay,05-Apr-2003,02:00:00,05-Apr-2003 02:00:00,8.67,80.7,0.14,12.07,53.726,6.86,16.1,6.3
Patuxent River - Jug Bay,05-Apr-2003,02:15:00,05-Apr-2003 02:15:00,8.74,81.5,0.14,12.16,53.888,6.94,19.8,6.0
Patuxent River - Jug Bay,05-Apr-2003,02:30:00,05-Apr-2003 02:30:00,8.95,83.8,0.14,12.32,54.176,7.02,15.6,6.5
Patuxent River - Jug Bay,05-Apr-2003,02:45:00,05-Apr-2003 02:45:00,8.98,84.2,0.14,12.41,54.338,7.04,15.1,6.7
Patuxent River - Jug Bay,05-Apr-2003,03:00:00,05-Apr-2003 03:00:00,8.98,84.2,0.14,12.44,54.392,7.04,15.1,6.3
Patuxent River - Jug Bay,05-Apr-2003,03:15:00,05-Apr-2003 03:15:00,9.02,84.8,0.14,12.53,54.554,7.05,14.4,6.8
Patuxent River - Jug Bay,05-Apr-2003,03:30:00,05-Apr-2003 03:30:00,9.02,84.7,0.14,12.51,54.518,7.05,12.7,5.9
Patuxent River - Jug Bay,05-Apr-2003,03:45:00,05-Apr-2003 03:45:00,9.03,84.8,0.14,12.49,54.482,7.06,12.8,6.7
Patuxent River - Jug Bay,05-Apr-2003,04:00:00,05-Apr-2003 04:00:00,9.04,84.8,0.14,12.45,54.41,7.06,13.4,6.3
Patuxent River - Jug Bay,05-Apr-2003,04:15:00,05-Apr-2003 04:15:00,9.02,84.5,0.14,12.38,54.284,7.06,14.0,6.0
Patuxent River - Jug Bay,05-Apr-2003,04:30:00,05-Apr-2003 04:30:00,9.01,84.2,0.15,12.29,54.122,7.07,15.0,6.2
Patuxent River - Jug Bay,05-Apr-2003,04:45:00,05-Apr-2003 04:45:00,9.0,84.1,0.15,12.25,54.05,7.07,16.3,6.8
Patuxent River - Jug Bay,05-Apr-2003,05:00:00,05-Apr-2003 05:00:00,8.98,83.8,0.15,12.22,53.996,7.08,16.1,7.2
Patuxent River - Jug Bay,05-Apr-2003,05:15:00,05-Apr-2003 05:15:00,8.91,83.1,0.14,12.21,53.978,7.07,16.7,6.6
Patuxent River - Jug Bay,05-Apr-2003,05:30:00,05-Apr-2003 05:30:00,8.83,82.3,0.14,12.19,53.942,7.08,16.4,6.7
Patuxent River - Jug Bay,05-Apr-2003,05:45:00,05-Apr-2003 05:45:00,8.87,82.8,0.14,12.25,54.05,7.09,15.9,7.0
Patuxent River - Jug Bay,05-Apr-2003,06:00:00,05-Apr-2003 06:00:00,8.88,82.9,0.15,12.25,54.05,7.08,16.9,6.7
Patuxent River - Jug Bay,05-Apr-2003,06:15:00,05-Apr-2003 06:15:00,8.79,82.2,0.15,12.29,54.122,7.09,16.9,7.3
Patuxent River - Jug Bay,05-Apr-2003,06:30:00,05-Apr-2003 06:30:00,8.75,81.8,0.14,12.3,54.14,7.08,16.3,7.1
Patuxent River - Jug Bay,05-Apr-2003,06:45:00,05-Apr-2003 06:45:00,8.67,81.0,0.15,12.25,54.05,7.08,17.2,6.2
Patuxent River - Jug Bay,05-Apr-2003,07:00:00,05-Apr-2003 07:00:00,8.66,80.8,0.14,12.2,53.96,7.08,17.8,6.8
Patuxent River - Jug Bay,05-Apr-2003,07:15:00,05-Apr-2003 07:15:00,8.66,80.7,0.14,12.17,53.906,7.08,17.3,6.6
Patuxent River - Jug Bay,05-Apr-2003,07:30:00,05-Apr-2003 07:30:00,8.64,80.6,0.14,12.21,53.978,7.07,18.1,7.3
Patuxent River - Jug Bay,05-Apr-2003,07:45:00,05-Apr-2003 07:45:00,8.59,80.1,0.14,12.2,53.96,7.08,17.3,8.0
Patuxent River - Jug Bay,05-Apr-2003,08:00:00,05-Apr-2003 08:00:00,8.58,79.3,0.14,11.83,53.294,7.04,15.0,6.4
Patuxent River - Jug Bay,05-Apr-2003,08:15:00,05-Apr-2003 08:15:00,8.62,80.5,0.14,12.2,53.96,7.09,18.1,6.4
Patuxent River - Jug Bay,05-Apr-2003,08:30:00,05-Apr-2003 08:30:00,8.65,80.7,0.14,12.21,53.978,7.09,18.5,6.5
Patuxent River - Jug Bay,05-Apr-2003,08:45:00,05-Apr-2003 08:45:00,8.66,80.9,0.14,12.25,54.05,7.09,18.3,6.9
Patuxent River - Jug Bay,05-Apr-2003,09:00:00,05-Apr-2003 09:00:00,8.66,80.9,0.15,12.26,54.068,7.09,17.7,7.2
Patuxent River - Jug Bay,05-Apr-2003,09:15:00,05-Apr-2003 09:15:00,8.67,80.9,0.15,12.2,53.96,7.09,18.5,6.6
Patuxent River - Jug Bay,05-Apr-2003,09:30:00,05-Apr-2003 09:30:00,8.73,81.2,0.14,12.07,53.726,7.08,18.0,6.9
Patuxent River - Jug Bay,05-Apr-2003,09:45:00,05-Apr-2003 09:45:00,8.74,81.3,0.15,12.05,53.69,7.08,20.0,7.2
Patuxent River - Jug Bay,05-Apr-2003,10:00:00,05-Apr-2003 10:00:00,8.72,81.2,0.14,12.12,53.816,7.09,22.1,7.1
Patuxent River - Jug Bay,05-Apr-2003,10:15:00,05-Apr-2003 10:15:00,8.78,81.5,0.14,12.01,53.618,7.08,19.0,7.1
Patuxent River - Jug Bay,05-Apr-2003,10:30:00,05-Apr-2003 10:30:00,8.8,81.8,0.15,12.03,53.654,7.07,18.1,6.8
Patuxent River - Jug Bay,05-Apr-2003,10:45:00,05-Apr-2003 10:45:00,8.82,82.1,0.15,12.08,53.744,7.1,18.7,6.5
Patuxent River - Jug Bay,05-Apr-2003,11:00:00,05-Apr-2003 11:00:00,8.84,82.4,0.15,12.14,53.852,7.1,17.0,7.0
Patuxent River - Jug Bay,05-Apr-2003,11:15:00,05-Apr-2003 11:15:00,8.86,82.5,0.15,12.12,53.816,7.1,19.5,7.1
Patuxent River - Jug Bay,05-Apr-2003,11:30:00,05-Apr-2003 11:30:00,8.89,82.8,0.15,12.13,53.834,7.09,19.1,6.9
Patuxent River - Jug Bay,05-Apr-2003,11:45:00,05-Apr-2003 11:45:00,8.98,83.6,0.15,12.12,53.816,7.11,19.3,6.9
Patuxent River - Jug Bay,05-Apr-2003,12:00:00,05-Apr-2003 12:00:00,9.06,84.3,0.14,12.09,53.762,7.12,17.5,6.8
Patuxent River - Jug Bay,05-Apr-2003,12:15:00,05-Apr-2003 12:15:00,9.06,84.2,0.14,12.03,53.654,7.1,20.7,6.5
Patuxent River - Jug Bay,05-Apr-2003,12:30:00,05-Apr-2003 12:30:00,9.08,84.3,0.14,12.0,53.6,7.11,17.9,7.7
Patuxent River - Jug Bay,05-Apr-2003,12:45:00,05-Apr-2003 12:45:00,9.11,84.6,0.14,11.99,53.582,7.1,19.2,7.0
Patuxent River - Jug Bay,05-Apr-2003,13:00:00,05-Apr-2003 13:00:00,9.14,84.9,0.14,11.99,53.582,7.1,14.5,7.4
Patuxent River - Jug Bay,05-Apr-2003,13:15:00,05-Apr-2003 13:15:00,9.12,84.5,0.14,11.93,53.474,7.09,15.4,6.3
Patuxent River - Jug Bay,05-Apr-2003,13:30:00,05-Apr-2003 13:30:00,9.19,85.1,0.14,11.91,53.438,7.08,14.5,6.3
Patuxent River - Jug Bay,05-Apr-2003,13:45:00,05-Apr-2003 13:45:00,9.2,85.2,0.15,11.92,53.456,7.09,12.8,6.1
Patuxent River - Jug Bay,05-Apr-2003,14:00:00,05-Apr-2003 14:00:00,9.22,85.8,0.14,12.08,53.744,7.09,12.0,6.2
Patuxent River - Jug Bay,05-Apr-2003,14:15:00,05-Apr-2003 14:15:00,9.27,86.0,0.14,11.94,53.492,7.08,12.6,6.9
Patuxent River - Jug Bay,05-Apr-2003,14:30:00,05-Apr-2003 14:30:00,9.29,86.1,0.14,11.94,53.492,7.08,11.9,6.9
Patuxent River - Jug Bay,05-Apr-2003,14:45:00,05-Apr-2003 14:45:00,9.27,86.0,0.14,11.94,53.492,7.07,11.2,7.8
Patuxent River - Jug Bay,05-Apr-2003,15:00:00,05-Apr-2003 15:00:00,9.25,85.8,0.14,11.97,53.546,7.04,15.3,7.5
Patuxent River - Jug Bay,05-Apr-2003,15:15:00,05-Apr-2003 15:15:00,9.31,86.8,0.14,12.18,53.924,7.04,10.4,6.4
Patuxent River - Jug Bay,05-Apr-2003,15:30:00,05-Apr-2003 15:30:00,9.29,86.6,0.14,12.17,53.906,7.01,11.9,6.6
Patuxent River - Jug Bay,05-Apr-2003,15:45:00,05-Apr-2003 15:45:00,9.25,86.1,0.14,12.11,53.798,7.01,10.9,6.9
Patuxent River - Jug Bay,05-Apr-2003,16:00:00,05-Apr-2003 16:00:00,9.19,85.7,0.14,12.16,53.888,7.02,11.8,6.2
Patuxent River - Jug Bay,05-Apr-2003,16:15:00,05-Apr-2003 16:15:00,9.2,85.7,0.14,12.17,53.906,7.02,11.5,6.4
Patuxent River - Jug Bay,05-Apr-2003,16:30:00,05-Apr-2003 16:30:00,9.19,85.8,0.14,12.22,53.996,7.03,13.1,6.1
Patuxent River - Jug Bay,05-Apr-2003,16:45:00,05-Apr-2003 16:45:00,9.21,86.2,0.14,12.32,54.176,7.05,11.7,7.1
Patuxent River - Jug Bay,05-Apr-2003,17:00:00,05-Apr-2003 17:00:00,9.25,86.7,0.14,12.43,54.374,7.06,12.5,6.0
Patuxent River - Jug Bay,05-Apr-2003,17:15:00,05-Apr-2003 17:15:00,9.3,87.3,0.14,12.49,54.482,7.06,11.0,7.1
Patuxent River - Jug Bay,05-Apr-2003,17:30:00,05-Apr-2003 17:30:00,9.31,87.6,0.14,12.56,54.608,7.07,11.2,6.0
Patuxent River - Jug Bay,05-Apr-2003,17:45:00,05-Apr-2003 17:45:00,9.36,88.1,0.14,12.64,54.752,7.08,12.2,6.4
Patuxent River - Jug Bay,05-Apr-2003,18:00:00,05-Apr-2003 18:00:00,9.37,88.4,0.14,12.71,54.878,7.09,12.8,6.7
Patuxent River - Jug Bay,05-Apr-2003,18:15:00,05-Apr-2003 18:15:00,9.39,88.7,0.14,12.76,54.968,7.1,12.6,6.7
Patuxent River - Jug Bay,05-Apr-2003,18:30:00,05-Apr-2003 18:30:00,9.41,89.1,0.15,12.83,55.094,7.11,12.5,6.7
Patuxent River - Jug Bay,05-Apr-2003,18:45:00,05-Apr-2003 18:45:00,9.45,89.6,0.15,12.9,55.22,7.11,12.8,6.8
Patuxent River - Jug Bay,05-Apr-2003,19:00:00,05-Apr-2003 19:00:00,9.43,89.4,0.15,12.92,55.256,7.12,14.4,7.0
Patuxent River - Jug Bay,05-Apr-2003,19:15:00,05-Apr-2003 19:15:00,9.39,89.1,0.15,12.95,55.31,7.12,13.6,8.8
Patuxent River - Jug Bay,05-Apr-2003,19:30:00,05-Apr-2003 19:30:00,9.37,88.9,0.14,12.96,55.328,7.11,15.5,7.1
Patuxent River - Jug Bay,05-Apr-2003,19:45:00,05-Apr-2003 19:45:00,9.29,88.2,0.14,12.95,55.31,7.11,13.8,7.2
Patuxent River - Jug Bay,05-Apr-2003,20:00:00,05-Apr-2003 20:00:00,9.16,86.8,0.14,12.91,55.238,7.1,12.2,7.0
Patuxent River - Jug Bay,05-Apr-2003,20:15:00,05-Apr-2003 20:15:00,9.15,86.2,0.14,12.66,54.788,7.06,12.8,6.0
Patuxent River - Jug Bay,05-Apr-2003,20:30:00,05-Apr-2003 20:30:00,9.2,87.1,0.14,12.85,55.13,7.1,17.9,7.1
Patuxent River - Jug Bay,05-Apr-2003,20:45:00,05-Apr-2003 20:45:00,9.23,87.3,0.14,12.81,55.058,7.11,13.7,6.9
Patuxent River - Jug Bay,05-Apr-2003,21:00:00,05-Apr-2003 21:00:00,9.2,86.9,0.14,12.74,54.932,7.11,12.5,6.6
Patuxent River - Jug Bay,05-Apr-2003,21:15:00,05-Apr-2003 21:15:00,9.15,86.3,0.14,12.66,54.788,7.1,13.4,6.7
Patuxent River - Jug Bay,05-Apr-2003,21:30:00,05-Apr-2003 21:30:00,9.13,85.7,0.14,12.47,54.446,7.07,15.4,6.7
Patuxent River - Jug Bay,05-Apr-2003,21:45:00,05-Apr-2003 21:45:00,9.11,85.4,0.14,12.38,54.284,7.08,17.9,6.4
Patuxent River - Jug Bay,05-Apr-2003,22:00:00,05-Apr-2003 22:00:00,9.11,85.3,0.14,12.37,54.266,7.08,18.2,6.6
Patuxent River - Jug Bay,05-Apr-2003,22:15:00,05-Apr-2003 22:15:00,9.15,85.6,0.14,12.3,54.14,7.08,18.9,6.7
Patuxent River - Jug Bay,05-Apr-2003,22:30:00,05-Apr-2003 22:30:00,9.14,85.4,0.14,12.25,54.05,7.08,19.2,6.8
Patuxent River - Jug Bay,05-Apr-2003,22:45:00,05-Apr-2003 22:45:00,9.12,84.9,0.14,12.13,53.834,7.07,19.8,7.6
Patuxent River - Jug Bay,05-Apr-2003,23:00:00,05-Apr-2003 23:00:00,9.15,85.1,0.14,12.04,53.672,7.08,20.0,7.3
Patuxent River - Jug Bay,05-Apr-2003,23:15:00,05-Apr-2003 23:15:00,9.19,85.3,0.14,12.0,53.6,7.07,20.3,6.6
Patuxent River - Jug Bay,05-Apr-2003,23:30:00,05-Apr-2003 23:30:00,9.26,85.9,0.14,11.94,53.492,7.09,20.1,6.8
Patuxent River - Jug Bay,05-Apr-2003,23:45:00,05-Apr-2003 23:45:00,9.29,86.1,0.14,11.93,53.474,7.08,19.1,6.7
Patuxent River - Jug Bay,06-Apr-2003,00:00:00,06-Apr-2003 00:00:00,9.28,85.8,0.14,11.83,53.294,7.08,18.4,6.3
Patuxent River - Jug Bay,06-Apr-2003,00:15:00,06-Apr-2003 00:15:00,9.32,86.0,0.14,11.74,53.132,7.08,19.2,7.2
Patuxent River - Jug Bay,06-Apr-2003,00:30:00,06-Apr-2003 00:30:00,9.35,86.2,0.14,11.67,53.006,7.08,17.4,6.0
Patuxent River - Jug Bay,06-Apr-2003,00:45:00,06-Apr-2003 00:45:00,9.29,85.4,0.14,11.59,52.862,7.08,17.7,6.1
Patuxent River - Jug Bay,06-Apr-2003,01:00:00,06-Apr-2003 01:00:00,9.34,85.7,0.14,11.48,52.664,7.07,18.6,5.9
Patuxent River - Jug Bay,06-Apr-2003,01:15:00,06-Apr-2003 01:15:00,9.43,86.4,0.14,11.39,52.502,7.09,18.3,6.2
Patuxent River - Jug Bay,06-Apr-2003,01:30:00,06-Apr-2003 01:30:00,9.4,85.8,0.14,11.29,52.322,7.09,16.6,6.2
Patuxent River - Jug Bay,06-Apr-2003,01:45:00,06-Apr-2003 01:45:00,9.46,86.3,0.14,11.22,52.196,7.1,16.4,6.5
Patuxent River - Jug Bay,06-Apr-2003,02:00:00,06-Apr-2003 02:00:00,9.5,86.5,0.14,11.14,52.052,7.1,15.6,6.0
Patuxent River - Jug Bay,06-Apr-2003,02:15:00,06-Apr-2003 02:15:00,9.42,85.7,0.14,11.09,51.962,7.08,13.6,5.5
Patuxent River - Jug Bay,06-Apr-2003,02:30:00,06-Apr-2003 02:30:00,9.41,85.4,0.14,11.0,51.8,7.07,12.5,5.1
Patuxent River - Jug Bay,06-Apr-2003,02:45:00,06-Apr-2003 02:45:00,9.4,85.2,0.14,10.95,51.71,7.03,10.8,6.1
Patuxent River - Jug Bay,06-Apr-2003,03:00:00,06-Apr-2003 03:00:00,9.38,84.9,0.14,10.88,51.584,6.98,11.4,6.2
Patuxent River - Jug Bay,06-Apr-2003,03:15:00,06-Apr-2003 03:15:00,9.41,85.1,0.14,10.86,51.548,6.99,11.7,6.6
Patuxent River - Jug Bay,06-Apr-2003,03:30:00,06-Apr-2003 03:30:00,9.46,85.4,0.14,10.76,51.368,7.0,13.6,7.0
Patuxent River - Jug Bay,06-Apr-2003,03:45:00,06-Apr-2003 03:45:00,9.49,85.7,0.14,10.81,51.458,7.03,13.9,6.6
Patuxent River - Jug Bay,06-Apr-2003,04:00:00,06-Apr-2003 04:00:00,9.48,85.7,0.14,10.83,51.494,7.04,13.3,6.5
Patuxent River - Jug Bay,06-Apr-2003,04:15:00,06-Apr-2003 04:15:00,9.47,85.6,0.14,10.83,51.494,7.04,13.8,6.5
Patuxent River - Jug Bay,06-Apr-2003,04:30:00,06-Apr-2003 04:30:00,9.37,84.8,0.14,10.86,51.548,7.02,12.5,6.1
Patuxent River - Jug Bay,06-Apr-2003,04:45:00,06-Apr-2003 04:45:00,9.32,84.4,0.14,10.94,51.692,7.02,11.4,6.0
Patuxent River - Jug Bay,06-Apr-2003,05:00:00,06-Apr-2003 05:00:00,9.32,84.3,0.14,10.87,51.566,7.03,11.7,6.1
Patuxent River - Jug Bay,06-Apr-2003,05:15:00,06-Apr-2003 05:15:00,9.33,84.4,0.15,10.89,51.602,7.02,11.9,6.2
Patuxent River - Jug Bay,06-Apr-2003,05:30:00,06-Apr-2003 05:30:00,9.3,84.4,0.14,10.99,51.782,7.04,11.8,6.3
Patuxent River - Jug Bay,06-Apr-2003,05:45:00,06-Apr-2003 05:45:00,9.33,84.5,0.14,10.92,51.656,7.04,11.5,6.5
Patuxent River - Jug Bay,06-Apr-2003,06:00:00,06-Apr-2003 06:00:00,9.34,84.6,0.15,10.9,51.62,7.05,12.5,6.2
Patuxent River - Jug Bay,06-Apr-2003,06:15:00,06-Apr-2003 06:15:00,9.36,84.6,0.15,10.86,51.548,7.05,13.0,6.3
Patuxent River - Jug Bay,06-Apr-2003,06:30:00,06-Apr-2003 06:30:00,9.37,84.5,0.14,10.74,51.332,7.06,12.5,6.4
Patuxent River - Jug Bay,06-Apr-2003,06:45:00,06-Apr-2003 06:45:00,9.39,84.6,0.15,10.69,51.242,7.07,12.5,7.1
Patuxent River - Jug Bay,06-Apr-2003,07:00:00,06-Apr-2003 07:00:00,9.39,84.6,0.15,10.69,51.242,7.08,13.0,6.4
Patuxent River - Jug Bay,06-Apr-2003,07:15:00,06-Apr-2003 07:15:00,9.38,84.5,0.15,10.68,51.224,7.1,14.8,6.5
Patuxent River - Jug Bay,06-Apr-2003,07:30:00,06-Apr-2003 07:30:00,9.42,84.9,0.15,10.67,51.206,7.11,14.1,6.6
Patuxent River - Jug Bay,06-Apr-2003,07:45:00,06-Apr-2003 07:45:00,9.61,85.5,0.15,10.18,50.324,7.09,11.1,6.4
Patuxent River - Jug Bay,06-Apr-2003,08:00:00,06-Apr-2003 08:00:00,9.53,85.7,0.14,10.59,51.062,7.12,12.0,5.6
Patuxent River - Jug Bay,06-Apr-2003,08:15:00,06-Apr-2003 08:15:00,9.47,85.6,0.15,10.78,51.404,7.15,16.2,6.6
Patuxent River - Jug Bay,06-Apr-2003,08:30:00,06-Apr-2003 08:30:00,9.46,85.6,0.14,10.85,51.53,7.15,15.7,6.4
Patuxent River - Jug Bay,06-Apr-2003,08:45:00,06-Apr-2003 08:45:00,9.5,86.0,0.15,10.88,51.584,7.14,13.9,5.8
Patuxent River - Jug Bay,06-Apr-2003,09:00:00,06-Apr-2003 09:00:00,9.53,86.3,0.14,10.93,51.674,7.14,14.2,6.0
Patuxent River - Jug Bay,06-Apr-2003,09:15:00,06-Apr-2003 09:15:00,9.63,87.3,0.14,10.99,51.782,7.15,13.3,5.6
Patuxent River - Jug Bay,06-Apr-2003,09:30:00,06-Apr-2003 09:30:00,9.75,88.3,0.14,10.93,51.674,7.15,15.9,5.8
Patuxent River - Jug Bay,06-Apr-2003,09:45:00,06-Apr-2003 09:45:00,9.8,88.8,0.14,10.94,51.692,7.14,14.8,6.1
Patuxent River - Jug Bay,06-Apr-2003,10:00:00,06-Apr-2003 10:00:00,9.87,89.4,0.14,10.88,51.584,7.14,14.0,5.1
Patuxent River - Jug Bay,06-Apr-2003,10:15:00,06-Apr-2003 10:15:00,9.92,89.8,0.14,10.91,51.638,7.15,14.4,5.7
