Station,Date,Time (EST),Date+Time,DO (conc.),DO (%),Salinity (ppt),Temp (°C),Temp (°F),pH,Turbidity (NTU),Chlorophyll a (µg/l)
Patuxent River - Jug Bay,01-Jan-2006,08:45:05,01-Jan-2006 08:45:05,10.83,87.1,0.17,6.03,42.854,7.03,19.2,3.3
Patuxent River - Jug Bay,01-Jan-2006,09:00:05,01-Jan-2006 09:00:05,10.86,87.4,0.17,6.04,42.872,7.03,19,3.9
Patuxent River - Jug Bay,01-Jan-2006,09:15:05,01-Jan-2006 09:15:05,10.89,87.7,0.17,6.02,42.836,7.03,17.1,3.8
Patuxent River - Jug Bay,01-Jan-2006,09:30:05,01-Jan-2006 09:30:05,10.91,87.7,0.17,5.97,42.746,7.04,15.5,3.4
Patuxent River - Jug Bay,01-Jan-2006,09:45:05,01-Jan-2006 09:45:05,10.85,87.2,0.17,5.96,42.728,7.04,15.1,3.5
Patuxent River - Jug Bay,01-Jan-2006,10:00:05,01-Jan-2006 10:00:05,10.96,88.1,0.17,5.99,42.782,7.05,14.5,2.9
Patuxent River - Jug Bay,01-Jan-2006,10:15:05,01-Jan-2006 10:15:05,10.99,88.5,0.17,6.06,42.908,7.05,12.3,3.8
Patuxent River - Jug Bay,01-Jan-2006,10:30:05,01-Jan-2006 10:30:05,10.94,88.2,0.17,6.11,42.998,7.05,11.9,2.9
Patuxent River - Jug Bay,01-Jan-2006,10:45:05,01-Jan-2006 10:45:05,10.97,88.6,0.17,6.18,43.124,7.05,11.9,3.4
Patuxent River - Jug Bay,01-Jan-2006,11:00:05,01-Jan-2006 11:00:05,10.95,88.9,0.17,6.35,43.43,7.05,11.1,3.7
Patuxent River - Jug Bay,01-Jan-2006,11:15:05,01-Jan-2006 11:15:05,11,89.6,0.17,6.51,43.718,7.04,10.8,3
Patuxent River - Jug Bay,01-Jan-2006,11:30:05,01-Jan-2006 11:30:05,11.06,90,0.17,6.49,43.682,7.05,11.1,3.7
Patuxent River - Jug Bay,01-Jan-2006,11:45:05,01-Jan-2006 11:45:05,11.02,90,0.18,6.6,43.88,7.05,11.1,3.3
Patuxent River - Jug Bay,01-Jan-2006,12:00:05,01-Jan-2006 12:00:05,11.03,89.8,0.17,6.49,43.682,7.06,10.8,4.1
Patuxent River - Jug Bay,01-Jan-2006,12:15:05,01-Jan-2006 12:15:05,11.12,90.6,0.17,6.51,43.718,7.06,11.2,3.4
Patuxent River - Jug Bay,01-Jan-2006,12:30:05,01-Jan-2006 12:30:05,11.11,90.6,0.17,6.56,43.808,7.06,10.8,3.9
Patuxent River - Jug Bay,01-Jan-2006,12:45:05,01-Jan-2006 12:45:05,11,90,0.17,6.71,44.078,7.06,10.9,4.1
Patuxent River - Jug Bay,01-Jan-2006,13:00:05,01-Jan-2006 13:00:05,11.07,90.6,0.17,6.69,44.042,7.06,10.6,3.4
Patuxent River - Jug Bay,01-Jan-2006,13:15:05,01-Jan-2006 13:15:05,11.17,91.4,0.17,6.66,43.988,7.06,9.8,3.5
Patuxent River - Jug Bay,01-Jan-2006,13:30:05,01-Jan-2006 13:30:05,11.15,91.3,0.17,6.74,44.132,7.07,10.8,3.3
Patuxent River - Jug Bay,01-Jan-2006,13:45:05,01-Jan-2006 13:45:05,11.11,91.4,0.17,6.88,44.384,7.07,11.3,3.3
Patuxent River - Jug Bay,01-Jan-2006,14:00:05,01-Jan-2006 14:00:05,11.08,91.1,0.17,6.88,44.384,7.07,11.7,3.4
Patuxent River - Jug Bay,01-Jan-2006,14:15:05,01-Jan-2006 14:15:05,11.12,91.3,0.17,6.8,44.24,7.07,12.6,3.4
Patuxent River - Jug Bay,01-Jan-2006,14:30:05,01-Jan-2006 14:30:05,11.09,90.7,0.17,6.65,43.97,7.05,12.2,3.4
Patuxent River - Jug Bay,01-Jan-2006,14:45:05,01-Jan-2006 14:45:05,10.97,89.6,0.17,6.61,43.898,7.05,12.5,4
Patuxent River - Jug Bay,01-Jan-2006,15:00:05,01-Jan-2006 15:00:05,11.09,90.6,0.17,6.62,43.916,7.06,13.8,3.5
Patuxent River - Jug Bay,01-Jan-2006,15:15:05,01-Jan-2006 15:15:05,11.06,90.4,0.17,6.64,43.952,7.06,15.5,3.9
Patuxent River - Jug Bay,01-Jan-2006,15:30:05,01-Jan-2006 15:30:05,11.01,90,0.17,6.64,43.952,7.07,18,4
Patuxent River - Jug Bay,01-Jan-2006,15:45:05,01-Jan-2006 15:45:05,11.06,90.5,0.17,6.7,44.06,7.07,21.7,3.6
Patuxent River - Jug Bay,01-Jan-2006,16:00:05,01-Jan-2006 16:00:05,11.04,90.6,0.17,6.81,44.258,7.07,23,3.7
Patuxent River - Jug Bay,01-Jan-2006,16:15:05,01-Jan-2006 16:15:05,11.06,91,0.17,6.9,44.42,7.08,25.6,3.9
Patuxent River - Jug Bay,01-Jan-2006,16:30:05,01-Jan-2006 16:30:05,11.05,91,0.17,6.96,44.528,7.08,28.2,4.3
Patuxent River - Jug Bay,01-Jan-2006,16:45:05,01-Jan-2006 16:45:05,11.06,91.2,0.17,6.97,44.546,7.08,27.9,4.4
Patuxent River - Jug Bay,01-Jan-2006,17:00:05,01-Jan-2006 17:00:05,11.06,91.1,0.17,6.95,44.51,7.08,24.7,4
Patuxent River - Jug Bay,01-Jan-2006,17:15:05,01-Jan-2006 17:15:05,11.08,91.3,0.17,6.94,44.492,7.08,25.8,3.7
Patuxent River - Jug Bay,01-Jan-2006,17:30:05,01-Jan-2006 17:30:05,11.03,90.8,0.17,6.92,44.456,7.08,24.4,4.3
Patuxent River - Jug Bay,01-Jan-2006,17:45:05,01-Jan-2006 17:45:05,11.04,90.7,0.17,6.85,44.33,7.08,21,3.8
Patuxent River - Jug Bay,01-Jan-2006,18:00:05,01-Jan-2006 18:00:05,10.97,90.1,0.17,6.84,44.312,7.08,20.5,4.1
Patuxent River - Jug Bay,01-Jan-2006,18:15:05,01-Jan-2006 18:15:05,10.96,90,0.17,6.81,44.258,7.08,18,3.8
Patuxent River - Jug Bay,01-Jan-2006,18:30:05,01-Jan-2006 18:30:05,10.98,90.1,0.17,6.81,44.258,7.08,20.6,4.3
Patuxent River - Jug Bay,01-Jan-2006,18:45:05,01-Jan-2006 18:45:05,10.93,89.8,0.17,6.83,44.294,7.07,28.6,3.9
Patuxent River - Jug Bay,01-Jan-2006,19:00:05,01-Jan-2006 19:00:05,10.99,90.1,0.17,6.75,44.15,7.08,24.9,4
Patuxent River - Jug Bay,01-Jan-2006,19:15:05,01-Jan-2006 19:15:05,11.07,90.7,0.17,6.75,44.15,7.07,22.7,4
Patuxent River - Jug Bay,01-Jan-2006,19:30:05,01-Jan-2006 19:30:05,11.01,90.2,0.17,6.72,44.096,7.07,20.3,3
Patuxent River - Jug Bay,01-Jan-2006,19:45:05,01-Jan-2006 19:45:05,11.03,90.2,0.17,6.67,44.006,7.07,21.2,3.5
Patuxent River - Jug Bay,01-Jan-2006,20:00:04,01-Jan-2006 20:00:04,11,89.8,0.17,6.6,43.88,7.07,19.2,3.7
Patuxent River - Jug Bay,01-Jan-2006,20:15:05,01-Jan-2006 20:15:05,10.97,89.3,0.17,6.48,43.664,7.06,22.7,4
Patuxent River - Jug Bay,01-Jan-2006,20:30:05,01-Jan-2006 20:30:05,10.93,89,0.17,6.47,43.646,7.06,24.7,4
Patuxent River - Jug Bay,01-Jan-2006,20:45:04,01-Jan-2006 20:45:04,11.04,89.7,0.17,6.41,43.538,7.06,24.8,3.6
Patuxent River - Jug Bay,01-Jan-2006,21:00:05,01-Jan-2006 21:00:05,11.07,90,0.17,6.43,43.574,7.06,26.2,4.6
Patuxent River - Jug Bay,01-Jan-2006,21:15:05,01-Jan-2006 21:15:05,11,89.3,0.17,6.38,43.484,7.06,22.8,4.3
Patuxent River - Jug Bay,01-Jan-2006,21:30:05,01-Jan-2006 21:30:05,11.04,89.6,0.17,6.34,43.412,7.06,20.1,3.7
Patuxent River - Jug Bay,01-Jan-2006,21:45:05,01-Jan-2006 21:45:05,11.04,89.5,0.17,6.31,43.358,7.06,20.5,3.5
Patuxent River - Jug Bay,01-Jan-2006,22:00:04,01-Jan-2006 22:00:04,11.12,90.1,0.17,6.29,43.322,7.05,18.1,3.8
Patuxent River - Jug Bay,01-Jan-2006,22:15:05,01-Jan-2006 22:15:05,11.07,89.6,0.17,6.26,43.268,7.06,17,3.9
Patuxent River - Jug Bay,01-Jan-2006,22:30:05,01-Jan-2006 22:30:05,11.08,89.5,0.17,6.2,43.16,7.06,15.9,3.4
Patuxent River - Jug Bay,01-Jan-2006,22:45:05,01-Jan-2006 22:45:05,11.14,89.8,0.17,6.1,42.98,7.07,15.1,3.8
Patuxent River - Jug Bay,01-Jan-2006,23:00:05,01-Jan-2006 23:00:05,11.21,90.2,0.17,6.03,42.854,7.07,14.1,4
Patuxent River - Jug Bay,01-Jan-2006,23:15:05,01-Jan-2006 23:15:05,11.31,90.8,0.16,5.96,42.728,7.07,12.3,3.6
Patuxent River - Jug Bay,01-Jan-2006,23:30:05,01-Jan-2006 23:30:05,11.21,90,0.16,5.92,42.656,7.07,12.6,3.7
Patuxent River - Jug Bay,01-Jan-2006,23:45:05,01-Jan-2006 23:45:05,11.26,90.3,0.16,5.91,42.638,7.06,12.6,3.9
Patuxent River - Jug Bay,02-Jan-2006,00:00:05,02-Jan-2006 00:00:05,11.25,90.4,0.17,5.97,42.746,7.06,11.9,4.2
Patuxent River - Jug Bay,02-Jan-2006,00:15:05,02-Jan-2006 00:15:05,11.27,90.3,0.16,5.84,42.512,7.05,11.1,3.4
Patuxent River - Jug Bay,02-Jan-2006,00:30:05,02-Jan-2006 00:30:05,11.18,89.6,0.17,5.86,42.548,7.04,10.6,3.7
Patuxent River - Jug Bay,02-Jan-2006,00:45:05,02-Jan-2006 00:45:05,11.16,89.3,0.17,5.81,42.458,7.05,10.1,3.9
Patuxent River - Jug Bay,02-Jan-2006,01:00:05,02-Jan-2006 01:00:05,11.14,89.2,0.16,5.82,42.476,7.04,9.6,3.4
Patuxent River - Jug Bay,02-Jan-2006,01:15:05,02-Jan-2006 01:15:05,11.12,88.9,0.16,5.75,42.35,7.04,9.7,3.5
Patuxent River - Jug Bay,02-Jan-2006,01:30:05,02-Jan-2006 01:30:05,11.11,89.1,0.17,5.88,42.584,7.03,9.2,4.2
Patuxent River - Jug Bay,02-Jan-2006,01:45:05,02-Jan-2006 01:45:05,11.1,88.6,0.16,5.71,42.278,7.03,10.1,3.1
Patuxent River - Jug Bay,02-Jan-2006,02:00:05,02-Jan-2006 02:00:05,10.92,86.9,0.16,5.57,42.026,7,10.7,3.6
Patuxent River - Jug Bay,02-Jan-2006,02:15:05,02-Jan-2006 02:15:05,10.97,87.3,0.17,5.59,42.062,6.99,12,3.8
Patuxent River - Jug Bay,02-Jan-2006,02:30:05,02-Jan-2006 02:30:05,11.01,88,0.17,5.76,42.368,7.03,11.7,3.6
Patuxent River - Jug Bay,02-Jan-2006,02:45:05,02-Jan-2006 02:45:05,11.14,88.8,0.17,5.64,42.152,7.03,12.3,3.6
Patuxent River - Jug Bay,02-Jan-2006,03:00:05,02-Jan-2006 03:00:05,10.99,88.3,0.17,5.96,42.728,7.03,12,3.5
Patuxent River - Jug Bay,02-Jan-2006,03:15:05,02-Jan-2006 03:15:05,11.04,88.8,0.17,6.04,42.872,7.04,12.2,3.4
Patuxent River - Jug Bay,02-Jan-2006,03:30:04,02-Jan-2006 03:30:04,11.08,88.9,0.17,5.9,42.62,7.05,13.9,3.9
Patuxent River - Jug Bay,02-Jan-2006,03:45:05,02-Jan-2006 03:45:05,11.09,88.9,0.17,5.86,42.548,7.05,14.1,3.1
Patuxent River - Jug Bay,02-Jan-2006,04:00:05,02-Jan-2006 04:00:05,11.05,88.5,0.17,5.85,42.53,7.05,16.1,3.4
Patuxent River - Jug Bay,02-Jan-2006,04:15:05,02-Jan-2006 04:15:05,11.11,89,0.17,5.83,42.494,7.05,17.5,3.8
Patuxent River - Jug Bay,02-Jan-2006,04:30:05,02-Jan-2006 04:30:05,11.01,88,0.17,5.77,42.386,7.05,17.2,3.9
Patuxent River - Jug Bay,02-Jan-2006,04:45:05,02-Jan-2006 04:45:05,10.96,87.4,0.17,5.66,42.188,7.04,22.5,3.4
Patuxent River - Jug Bay,02-Jan-2006,05:00:05,02-Jan-2006 05:00:05,10.93,86.9,0.17,5.56,42.008,7.03,23,3.1
Patuxent River - Jug Bay,02-Jan-2006,05:15:05,02-Jan-2006 05:15:05,10.91,86.5,0.17,5.46,41.828,7.03,22.5,3.8
Patuxent River - Jug Bay,02-Jan-2006,05:30:05,02-Jan-2006 05:30:05,10.81,85.7,0.17,5.48,41.864,7.03,20,3.4
Patuxent River - Jug Bay,02-Jan-2006,05:45:05,02-Jan-2006 05:45:05,10.91,86.3,0.17,5.36,41.648,7.03,19.3,3.3
Patuxent River - Jug Bay,02-Jan-2006,06:00:05,02-Jan-2006 06:00:05,10.91,86.6,0.17,5.49,41.882,7.03,18,3.5
Patuxent River - Jug Bay,02-Jan-2006,06:15:05,02-Jan-2006 06:15:05,10.82,86,0.17,5.54,41.972,7.04,16.2,3.2
Patuxent River - Jug Bay,02-Jan-2006,06:30:06,02-Jan-2006 06:30:06,10.86,86.2,0.17,5.51,41.918,7.04,15.5,3.2
Patuxent River - Jug Bay,02-Jan-2006,06:45:05,02-Jan-2006 06:45:05,10.9,86.5,0.17,5.47,41.846,7.04,15.9,3.8
Patuxent River - Jug Bay,02-Jan-2006,07:00:05,02-Jan-2006 07:00:05,10.87,85.7,0.17,5.21,41.378,7.03,17.8,3.5
Patuxent River - Jug Bay,02-Jan-2006,07:15:06,02-Jan-2006 07:15:06,10.91,86.5,0.17,5.46,41.828,7.03,15.9,3.2
Patuxent River - Jug Bay,02-Jan-2006,07:30:05,02-Jan-2006 07:30:05,10.93,86.7,0.17,5.48,41.864,7.04,17.6,3.7
Patuxent River - Jug Bay,02-Jan-2006,07:45:05,02-Jan-2006 07:45:05,10.95,87,0.17,5.52,41.936,7.04,16.2,3
Patuxent River - Jug Bay,02-Jan-2006,08:00:05,02-Jan-2006 08:00:05,10.95,87,0.17,5.53,41.954,7.04,16.4,3.2
Patuxent River - Jug Bay,02-Jan-2006,08:15:05,02-Jan-2006 08:15:05,10.86,86.4,0.17,5.59,42.062,7.03,18,3
Patuxent River - Jug Bay,02-Jan-2006,08:30:05,02-Jan-2006 08:30:05,10.95,87.1,0.17,5.57,42.026,7.04,21.7,3.3
Patuxent River - Jug Bay,02-Jan-2006,08:45:05,02-Jan-2006 08:45:05,10.98,87,0.17,5.45,41.81,7.04,18,3.2
Patuxent River - Jug Bay,02-Jan-2006,09:00:05,02-Jan-2006 09:00:05,10.95,86.8,0.17,5.44,41.792,7.04,19.4,3.3
Patuxent River - Jug Bay,02-Jan-2006,09:15:05,02-Jan-2006 09:15:05,10.97,87,0.17,5.44,41.792,7.04,19.7,3.8
Patuxent River - Jug Bay,02-Jan-2006,09:30:05,02-Jan-2006 09:30:05,11.1,88,0.17,5.45,41.81,7.04,16.6,3.3
Patuxent River - Jug Bay,02-Jan-2006,09:45:05,02-Jan-2006 09:45:05,11.04,87.6,0.17,5.47,41.846,7.04,17.3,3.2
Patuxent River - Jug Bay,02-Jan-2006,10:00:05,02-Jan-2006 10:00:05,11.05,87.7,0.17,5.46,41.828,7.04,15.9,3.9
Patuxent River - Jug Bay,02-Jan-2006,10:15:04,02-Jan-2006 10:15:04,11.08,87.9,0.17,5.49,41.882,7.04,14.2,3.7
Patuxent River - Jug Bay,02-Jan-2006,10:30:05,02-Jan-2006 10:30:05,11.17,88.6,0.17,5.44,41.792,7.04,13.1,3.3
Patuxent River - Jug Bay,02-Jan-2006,10:45:05,02-Jan-2006 10:45:05,11.15,88.3,0.17,5.4,41.72,7.04,13.9,4
Patuxent River - Jug Bay,02-Jan-2006,11:00:05,02-Jan-2006 11:00:05,11.25,88.9,0.16,5.34,41.612,7.05,11.4,3.6
Patuxent River - Jug Bay,02-Jan-2006,11:15:05,02-Jan-2006 11:15:05,11.35,89.8,0.16,5.38,41.684,7.06,10.2,4.1
Patuxent River - Jug Bay,02-Jan-2006,11:30:05,02-Jan-2006 11:30:05,11.37,90.1,0.17,5.41,41.738,7.06,10,3.1
Patuxent River - Jug Bay,02-Jan-2006,11:45:05,02-Jan-2006 11:45:05,11.32,89.5,0.16,5.36,41.648,7.05,12.2,3.5
Patuxent River - Jug Bay,02-Jan-2006,12:00:05,02-Jan-2006 12:00:05,11.32,89.8,0.16,5.48,41.864,7.05,10.1,3.9
Patuxent River - Jug Bay,02-Jan-2006,12:15:05,02-Jan-2006 12:15:05,11.3,89.7,0.16,5.49,41.882,7.05,9,4.1
Patuxent River - Jug Bay,02-Jan-2006,12:30:05,02-Jan-2006 12:30:05,11.35,89.9,0.16,5.41,41.738,7.06,9.2,3.8
Patuxent River - Jug Bay,02-Jan-2006,12:45:05,02-Jan-2006 12:45:05,11.35,90.2,0.16,5.54,41.972,7.06,8.3,3.7
Patuxent River - Jug Bay,02-Jan-2006,13:00:05,02-Jan-2006 13:00:05,11.36,90.2,0.16,5.51,41.918,7.06,7.8,3.5
Patuxent River - Jug Bay,02-Jan-2006,13:15:05,02-Jan-2006 13:15:05,11.33,89.9,0.16,5.48,41.864,7.06,8.1,3.2
Patuxent River - Jug Bay,02-Jan-2006,13:30:05,02-Jan-2006 13:30:05,11.33,89.9,0.16,5.48,41.864,7.04,10.1,3.8
Patuxent River - Jug Bay,02-Jan-2006,13:45:05,02-Jan-2006 13:45:05,11.33,90,0.16,5.5,41.9,7.04,10.3,4.1
Patuxent River - Jug Bay,02-Jan-2006,14:00:05,02-Jan-2006 14:00:05,11.31,89.7,0.16,5.48,41.864,7.05,9.4,3.7
Patuxent River - Jug Bay,02-Jan-2006,14:15:05,02-Jan-2006 14:15:05,11.29,89.8,0.16,5.57,42.026,7.04,10.8,4
Patuxent River - Jug Bay,02-Jan-2006,14:30:06,02-Jan-2006 14:30:06,11.35,90.2,0.16,5.52,41.936,7.03,8.6,3.2
Patuxent River - Jug Bay,02-Jan-2006,14:45:05,02-Jan-2006 14:45:05,11.41,90.6,0.16,5.52,41.936,7.05,8.7,3.9
Patuxent River - Jug Bay,02-Jan-2006,15:00:05,02-Jan-2006 15:00:05,11.3,90,0.16,5.65,42.17,7.04,10.3,3.2
Patuxent River - Jug Bay,02-Jan-2006,15:15:06,02-Jan-2006 15:15:06,11.26,89.9,0.16,5.72,42.296,7.05,9.7,3.2
Patuxent River - Jug Bay,02-Jan-2006,15:30:05,02-Jan-2006 15:30:05,11.25,89.6,0.16,5.62,42.116,7.05,10,4.1
Patuxent River - Jug Bay,02-Jan-2006,15:45:05,02-Jan-2006 15:45:05,11.27,89.8,0.16,5.66,42.188,7.05,10.5,3.5
Patuxent River - Jug Bay,02-Jan-2006,16:00:05,02-Jan-2006 16:00:05,11.29,90,0.16,5.64,42.152,7.05,9.9,3.9
Patuxent River - Jug Bay,02-Jan-2006,16:15:05,02-Jan-2006 16:15:05,11.29,90,0.16,5.64,42.152,7.05,11.2,3.5
Patuxent River - Jug Bay,02-Jan-2006,16:30:05,02-Jan-2006 16:30:05,11.2,89.3,0.17,5.67,42.206,7.05,15.6,3.1
Patuxent River - Jug Bay,02-Jan-2006,16:45:04,02-Jan-2006 16:45:04,11.21,89.5,0.17,5.72,42.296,7.05,17.7,3.5
Patuxent River - Jug Bay,02-Jan-2006,17:00:05,02-Jan-2006 17:00:05,11.22,89.6,0.17,5.73,42.314,7.05,16.7,3.5
Patuxent River - Jug Bay,02-Jan-2006,17:15:05,02-Jan-2006 17:15:05,11.21,89.5,0.17,5.73,42.314,7.05,15.6,3.8
Patuxent River - Jug Bay,02-Jan-2006,17:30:05,02-Jan-2006 17:30:05,11.18,89.2,0.17,5.69,42.242,7.06,15.6,3.8
Patuxent River - Jug Bay,02-Jan-2006,17:45:05,02-Jan-2006 17:45:05,11.23,89.7,0.17,5.71,42.278,7.05,14.6,4
Patuxent River - Jug Bay,02-Jan-2006,18:00:05,02-Jan-2006 18:00:05,11.18,89.2,0.17,5.7,42.26,7.06,14.7,3
Patuxent River - Jug Bay,02-Jan-2006,18:15:05,02-Jan-2006 18:15:05,11.1,88.6,0.17,5.7,42.26,7.06,14.5,3.8
Patuxent River - Jug Bay,02-Jan-2006,18:30:05,02-Jan-2006 18:30:05,11.25,89.8,0.17,5.73,42.314,7.06,14,3.6
Patuxent River - Jug Bay,02-Jan-2006,18:45:05,02-Jan-2006 18:45:05,11.15,89,0.17,5.69,42.242,7.06,14.1,3.3
Patuxent River - Jug Bay,02-Jan-2006,19:00:05,02-Jan-2006 19:00:05,11.06,88.2,0.17,5.66,42.188,7.06,13.7,4.1
Patuxent River - Jug Bay,02-Jan-2006,19:15:05,02-Jan-2006 19:15:05,11.02,87.8,0.17,5.62,42.116,7.06,13.9,3.4
Patuxent River - Jug Bay,02-Jan-2006,19:30:05,02-Jan-2006 19:30:05,11.05,88.1,0.17,5.64,42.152,7.05,13.9,3.7
Patuxent River - Jug Bay,02-Jan-2006,19:45:05,02-Jan-2006 19:45:05,11.01,87.7,0.17,5.62,42.116,7.05,13.8,3.6
Patuxent River - Jug Bay,02-Jan-2006,20:00:05,02-Jan-2006 20:00:05,11.11,88.5,0.17,5.66,42.188,7.05,13.8,3.7
Patuxent River - Jug Bay,02-Jan-2006,20:15:05,02-Jan-2006 20:15:05,11.08,88.2,0.17,5.61,42.098,7.04,15.1,3.5
Patuxent River - Jug Bay,02-Jan-2006,20:30:05,02-Jan-2006 20:30:05,11.07,88.2,0.17,5.66,42.188,7.05,14.8,3.3
Patuxent River - Jug Bay,02-Jan-2006,20:45:05,02-Jan-2006 20:45:05,11.06,88.1,0.17,5.64,42.152,7.05,15.5,3.3
Patuxent River - Jug Bay,02-Jan-2006,21:00:05,02-Jan-2006 21:00:05,11.08,88.3,0.17,5.65,42.17,7.05,16.1,2.9
Patuxent River - Jug Bay,02-Jan-2006,21:15:05,02-Jan-2006 21:15:05,11.15,88.9,0.17,5.67,42.206,7.05,21.2,3.1
Patuxent River - Jug Bay,02-Jan-2006,21:30:05,02-Jan-2006 21:30:05,11.23,89.6,0.16,5.69,42.242,7.06,23.6,4.1
Patuxent River - Jug Bay,02-Jan-2006,21:45:05,02-Jan-2006 21:45:05,11.19,89.4,0.17,5.72,42.296,7.06,25.3,3.8
